0x36911f9 AL_ADPCM_WAVE
0x386a73e En_Nb_Actor_ct
0x386a74d En_OSSAN_Actor_dt
0x386a75f zexl_000_05110
0x386a76e zexl_000_13477
0x386a77d zel0600_061B
0x386a78a zel2000_205D
0x386a797 _object_tsnSegmentBssEnd
0x386a7b0 _ovl_En_Okarina_TagSegmentTextStart
0x386a7d4 _ovl_Eff_DustSegmentDataStart
0x386a7f2 z2_kajiya_grp_huta__DT
0x386a809 mask01_e_16rgba_txt2
0x386a81e En_Neo_Reeba_collision_set
0x386a839 smoke1_7_txt
0x386a846 zexl_000_01000
0x386a855 _g_pn_70SegmentEnd
0x386a868 _Z2_ReDead_room_5SegmentStart
0x386a886 osViModeFpalHpf1
0x386a897 _object_horse_game_checkSegmentBssStart
0x386a8bf _object_syokudaiSegmentTextEnd
0x386a8de _ovl_Obj_HsblockSegmentBssStart
0x386a8fe Z2_INISIE_N_4_ground_shape_status
0x386a920 w_ice_BGDataInfo
0x386a931 mode_mogu
0x386a93b move_attack
0x386a947 h_op_sound_txt
0x386a956 Effect_Ss_Ice_Smoke_Profile
0x386a972 zexl_000_02351
0x386a981 zexl_000_03218
0x386a990 Nes_pal_exl_04325
0x386a9a2 _z2_ikanamae_sceneSegmentRomEnd
0x386a9c2 _Z2_DANPEI_room_2SegmentStart
0x386a9e0 _object_kitanSegmentRomEnd
0x386a9fb .ovl_En_Stream.text.keep
0x386aa14 _object_owlSegmentTextEnd
0x386aa2e z2_24kemonomiti_grp_r00_wood2
0x386aa4c z2_tenmon_dai_evw_anime
0x386aa64 gloveB_CI02_pal
0x386aa74 En_Osn_actor_move
0x386aa86 Effect_Ss_Fhg_Flash_ct
0x386aa9d zel1000_1070
0x386aaaa Nes_pal_exl_01410
0x386aabc _object_gi_sword_3SegmentTextEnd
0x386aadd _ovl_En_GiantSegmentTextStart
0x386aafb z2_bandroom_grp_g99T
0x386ab10 Z2_DANPEI2test_Y2_H_gara21_rgb_rgba16
0x386ab36 Z2_INISIE_N_grp_MENseal__DT
0x386ab52 tk_mune_model
0x386ab60 ust_tail00_model
0x386ab71 mode_chan_wait
0x386ab80 zo_eye02_txt
0x386ab8d zexl_000_05359
0x386ab9c prf_move
0x386aba5 EmemOnCheck
0x386abb1 Nes_pal_exl_10976
0x386abc3 Nes_pal_exl_03354
0x386abd5 _object_wdor05SegmentStart
0x386abf0 _ovl_En_Tru_MtSegmentStart
0x386ac0b .object_vm.data.keep
0x386ac20 .ovl_En_Death.text.keep
0x386ac38 _object_dinofosSegmentTextEnd
0x386ac56 _ovl_Item_B_HeartSegmentTextStart
0x386ac78 Z2_DANPEI2test_grp_room02_tansu
0x386ac98 n2_jimen01_rgb_rgba16
0x386acae w2_gia
0x386acb5 zl1_05_CI00_txt
0x386acc5 an_suwaru_soft_anim_tbl_info
0x386ace2 z2_22_yama01_modelT
0x386acf6 move_moment
0x386ad02 Obj_Bean_actor_move_seal
0x386ad1b En_Rd_mode_forward_init
0x386ad33 _ovl_playSegmentStart
0x386ad49 zexl_000_10713
0x386ad58 Global_light_ambient_set
0x386ad71 Nes_pal_exl_13265
0x386ad83 Nes_pal_exl_00171
0x386ad95 osFlashReadId
0x386ada3 .Z2_INISIE_R_room_11.data.keep
0x386adc2 _ovl_Obj_GrassSegmentDataEnd
0x386addf Z2_DANPEI_grp_room03_tsuro1_kabe3
0x386ae01 z2_35taki_grp_g162
0x386ae14 z2_31misaki_n2_miki02
0x386ae2a fbdemo_wipe1_is_finish
0x386ae41 py_eye
0x386ae48 FireObj_anime_draw
0x386ae5b resume_write_start
0x386ae6e Nes_pal_exl_01842
0x386ae80 save_frame_dl201
0x386ae91 _ovl_En_NnhSegmentRomStart
0x386aeac _ovl_Obj_HugebombiwaSegmentEnd
0x386aecb .ovl_Obj_Taru.data.keep
0x386aee3 _object_gi_truth_maskSegmentTextEnd
0x386af07 z2_f40_grp_g162
0x386af17 z2_f40_grp_g206
0x386af27 Z2_PIRATE_grp_room09_deguchi
0x386af44 bh_fly_mdl_tbl
0x386af53 En_Hidden_Nuts_actor_dt
0x386af6b ssh_Lasi2b_model
0x386af7c d_link_orooro_anim_tbl_rom_trs_info
0x386afa0 Effect_SS_Sibuki_ct
0x386afb4 MAP_B_1_texture
0x386afc4 Nes_pal_exl_09051
0x386afd6 Nes_pal_exl_03507
0x386afe8 .object_knight.text.keep
0x386b001 _spa_daytelop_staticSegmentBssStart
0x386b025 _object_efc_twSegmentDataEnd
0x386b042 _gameplay_keepSegmentDataEnd
0x386b05f Z2_DANPEI_grp_room02_nukeA_kabe4
0x386b080 En_Po_Composer_wait
0x386b094 Obj_Hunsui_Actor_move
0x386b0aa keepon_camerawork_00
0x386b0bf zexl_000_04659
0x386b0ce zexl_000_05907
0x386b0dd zexl_000_08656
0x386b0ec zel0800_086F
0x386b0f9 Nes_pal_exl_10614
0x386b10b Nes_pal_exl_10495
0x386b11d _object_lightblockSegmentRomStart
0x386b13f .z2_lost_woods_room_2.data.keep
0x386b15f .ovl_En_Horse_Game_Check.text.keep
0x386b182 _z2_f01_b_room_0SegmentDataEnd
0x386b1a1 _ovl_Bg_Ikana_DharmaSegmentDataEnd
0x386b1c4 z2_toride_grp_ita
0x386b1d6 stk_tx06
0x386b1df m2_NumaRasenSita_modelT
0x386b1f7 bsb_keirei_soft_anim_tbl_info
0x386b215 schedule_action_check_outside_ct
0x386b236 Obj_Vspinyroll_actor_ct
0x386b24e menu_delt_move
0x386b25d link_fighter_jump_kiru_finsh_anim_tbl_rom_trs_info
0x386b290 h_empty_l_txt
0x386b29e Na_SetGiantLinkVoice
0x386b2b3 Nes_pal_exl_13642
0x386b2c5 _z2_17setugen2_sceneSegmentEnd
0x386b2e4 _Z2_INISIE_R_room_1SegmentRomEnd
0x386b305 _ovl_En_Ending_Hero5SegmentEnd
0x386b324 _ovl_En_BatSegmentRomStart
0x386b33f gspL3DEX_fifoTextStart
0x386b356 _object_moguriSegmentDataStart
0x386b375 _ovl_En_KaizokuSegmentDataStart
0x386b395 _ovl_En_DnqSegmentDataStart
0x386b3b1 Z2_DANPEI2test_info
0x386b3c5 z2_DEKUtes_m2_ANA_FLck
0x386b3dc Z2_INISIE_N_grp_S09T
0x386b3f1 z2_sonchonoie_SP01_a
0x386b406 fi_bottom_txt
0x386b414 zexl_000_10962
0x386b423 Nes_pal_exl_08715
0x386b435 _object_mastergolonSegmentEnd
0x386b453 _ovl_Elf_Msg4SegmentRomStart
0x386b470 _ovl_En_TkSegmentEnd
0x386b485 _Z2_MITURIN_room_7SegmentTextStart
0x386b4a8 _z2_ikana_room_0SegmentBssEnd
0x386b4c6 _object_spidertentSegmentBssEnd
0x386b4e6 _ovl_Demo_GetitemSegmentDataStart
0x386b508 z2_30gyoson_grp_sikui2
0x386b51f En_An_Actor_move
0x386b530 Effect_SS_Ice_Smoke_disp
0x386b549 f_tt_redside_txt
0x386b55a zexl_000_05627
0x386b569 rcp_cfb
0x386b571 na_motor_pitch
0x386b580 _object_wdor04SegmentEnd
0x386b599 _object_mmSegmentRomStart
0x386b5b3 _ovl_En_Ending_Hero6SegmentRomEnd
0x386b5d5 _ovl_En_BbSegmentRomStart
0x386b5ef osViModePalLpn2
0x386b5ff .z2_20sichitai_scene.text.keep
0x386b61e z2_10yukiyamanomura_info
0x386b637 z2_bandroom_w2_hone
0x386b64b z2_toride_grp_kabe2
0x386b65f z2_ikana_3_demo_0_info
0x386b676 Z2_hakashita_grp_gaikotsu_yama3
0x386b696 gla_Lasi1_model
0x386b6a6 ph_ne2_model
0x386b6b3 mv_sleep_init
0x386b6c1 move_m_sword_end
0x386b6d2 move_throw
0x386b6dd _g_pn_52SegmentRomStart
0x386b6f5 zel0000_0073
0x386b702 Na_SE_Start_FI
0x386b711 Nes_pal_exl_04730
0x386b723 kaoage_anim_tbl
0x386b733 .Z2_INISIE_N_room_8.data.keep
0x386b751 .object_op_map.text.keep
0x386b76a z2_town_grp_g993T
0x386b77c m2_GEARSWITCH10mini
0x386b790 mikau_aruku_loop_soft_anim_tbl_info
0x386b7b4 Omiseya_SellRight
0x386b7c6 na_oca_flag
0x386b7d2 Nes_pal_exl_04775
0x386b7e4 stackcheck_check_stack
0x386b7fb alFilterNew
0x386b807 .ovl_En_Hakurock.data.keep
0x386b822 _object_marutaSegmentTextEnd
0x386b83f lod_z2_ichiba_grp_g841
0x386b856 z2_f01_grp_g180T
0x386b867 z2_sonchonoie_evw_anime
0x386b87f trT_armRA_model
0x386b88f ah_suwari_soft_anim_tbl_info
0x386b8ac Shot_Sun_Actor_move
0x386b8c0 mode_small_wait_init
0x386b8d5 mode_sw_wait
0x386b8e2 zel3000_3045
0x386b8ef zel3000_3046
0x386b8fc Nes_pal_exl_05427
0x386b90e Nes_pal_exl_04658
0x386b920 Nes_pal_exl_02118
0x386b932 _object_boxSegmentRomEnd
0x386b94b _ovl_En_Horse_Link_ChildSegmentRomEnd
0x386b971 .object_yado_obj.data.keep
0x386b98c .ovl_En_Toto.text.keep
0x386b9a3 _elf_message_fieldSegmentTextEnd
0x386b9c4 z2_yadoya_grp_kabe_roby
0x386b9dc z2_okujou_d2_okuyuka02_rgb_rgba16
0x386b9fe z2_witch_shop_u2_kinoita
0x386ba17 i2_haku0a1_modelT
0x386ba29 move_kl_dinner_hear
0x386ba3d db_miki2_model
0x386ba4c eff_footmark_init_model
0x386ba64 Nes_pal_exl_03650
0x386ba76 Nes_pal_exl_03200
0x386ba88 Nes_pal_exl_03052
0x386ba9a v2_cloud_mountain_03_txt
0x386bab3 _kakusiana_room_14SegmentStart
0x386bad2 _Z2_KINdan2_room_4SegmentStart
0x386baf1 gspF3DLP_Rej_fifoDataStart
0x386bb0c _Z2_hakugin_room_5SegmentTextEnd
0x386bb2d _icon_item_24_staticSegmentDataEnd
0x386bb50 Z2_ReDead_grp_roof07
0x386bb65 lod_z2_35taki_grp_sui2T
0x386bb7d z2_00keikoku_grp_kareki8
0x386bb96 Z2_LAST_bs_0_ground_shape_status
0x386bbb7 d2_rock06
0x386bbc1 ho_uketome_soft_anim_tbl_info
0x386bbdf En_Ot_actor_draw
0x386bbf0 nsk_jump_kiru_end_soft_anim_tbl_info
0x386bc15 Nes_pal_exl_00775
0x386bc27 _anime_model_4_staticSegmentRomEnd
0x386bc4a _object_gi_mushroom2SegmentRomEnd
0x386bc6c _ovl_En_BigokutaSegmentRomStart
0x386bc8c Z2_SEA_grp_HASIGO00
0x386bca0 lod_z2_30gyoson_grp_konb8
0x386bcba Z2_hakugin_grp_R07T
0x386bcce z2_ikana_grp_g483T
0x386bce1 ot_light_evw_anime
0x386bcf4 move_check_before_init
0x386bd0b dnh_mahi_soft_anim_tbl_info
0x386bd27 En_Goroiwa_actor_draw
0x386bd3d zel7000_70BE
0x386bd4a Nai_StartSeSeq
0x386bd59 _object_posthouse_objSegmentEnd
0x386bd79 _ovl_En_Okarina_EffectSegmentDataEnd
0x386bd9e _ovl_En_HataSegmentDataStart
0x386bdbb m2_NumaRasenSita_PT_modelT
0x386bdd6 gla_Rasi2_model
0x386bde6 z2_yagura01_model
0x386bdf8 an_mouth01
0x386be03 TG_Sw_wait
0x386be0e iceblock_draw_none
0x386be21 Actor_info_dt
0x386be2f zexl_000_00777
0x386be3e _ovl_Obj_ToudaiSegmentRomStart
0x386be5d _ovl_En_KusaSegmentRomEnd
0x386be77 _ovl_openingSegmentStart
0x386be90 .ovl_En_Muto.text.keep
0x386bea7 _ovl_Bg_IkninsideSegmentDataStart
0x386bec9 _ovl_En_HanabiSegmentDataStart
0x386bee8 _ovl_Obj_Tokei_TobiraSegmentTextStart
0x386bf0e z2_yadoya_grp_toire
0x386bf22 Z2_LAST_bs_m2_LS_menAlow
0x386bf3b z2_20sichitai2_grp_r00_ki1
0x386bf56 lod_z2_20sichitai2_grp_r00_house3
0x386bf78 n2_suna01_SP05
0x386bf87 Y2_DP2_kaidan01_txt
0x386bf9b wf_Lclaw_xx_model
0x386bfad bubble_model
0x386bfba search_position_distance
0x386bfd3 boj_walk3_soft_anim_tbl_info
0x386bff0 MapDispDataMdDma_getOffset
0x386c00b zel7100_7119
0x386c018 Na_StartOcarinaBgm
0x386c02b Nes_pal_exl_07077
0x386c03d Nes_pal_exl_02610
0x386c04f _ovl_Effect_Ss_D_FireSegmentRomStart
0x386c074 _z2_lost_woods_sceneSegmentBssEnd
0x386c096 _object_gi_yofukashimaskSegmentDataStart
0x386c0bf _ovl_Eff_DustSegmentTextEnd
0x386c0db z2_sonchonoie_grp_komono_roby_nukiT
0x386c0ff En_Time_Tag_Actor_ct
0x386c114 obj_02_model
0x386c121 Boss_01_draw
0x386c12e mode_fire_ende
0x386c13d En_Mk_Actor_move
0x386c14e lc_waist_model
0x386c15d link_fighter_u_turn_anim_tbl_rom_trs_info
0x386c187 En_Elf_Profile
0x386c196 _g_pn_73SegmentEnd
0x386c1a9 Nes_pal_exl_00270
0x386c1bb _object_danpei_objectSegmentStart
0x386c1dd _object_gi_ghostSegmentRomStart
0x386c1fd osYieldThread
0x386c20b .ovl_Bg_Market_Step.data.keep
0x386c229 Z2_DANPEI_grp_room03_tsuro1_yuka
0x386c24a Z2_hakugin_0_ground_shape_status
0x386c26b Z2_castle_grp_ttil_hole
0x386c283 Z2_hakashita_grp_room01_room
0x386c2a0 Railgibud_talk_check
0x386c2b5 En_Bbfall_actor_move
0x386c2ca zexl_000_00036
0x386c2d9 zexl_000_01618
0x386c2e8 now_play_sounds
0x386c2f8 Nes_pal_exl_02262
0x386c30a Nes_pal_exl_01424
0x386c31c _ovl_En_WdhandSegmentRomEnd
0x386c338 _object_tsuboSegmentDataStart
0x386c356 _object_gmSegmentTextStart
0x386c371 z2_town_grp_g805T
0x386c383 z2_ikanamae_grp_kabe2_6
0x386c39b z2_takarakuji_yadoyaCI_b
0x386c3b4 Z2_PIRATE_grp_taiho_koma4
0x386c3ce ssh_Lasi3_model
0x386c3de ru2_Lhire2_model
0x386c3ef En_Hint_Skb_paralyze_init
0x386c409 mikau_oya_soft_anim_tbl_info
0x386c426 CollisionCheck_clear
0x386c43b zexl_000_06168
0x386c44a zexl_000_10048
0x386c459 _anime_model_5_staticSegmentRomEnd
0x386c47c _z2_8itemshop_sceneSegmentRomStart
0x386c49f _ovl_En_MinideathSegmentRomStart
0x386c4c0 .Z2_MITURIN_room_3.text.keep
0x386c4dd .object_tanron4.text.keep
0x386c4f7 _ovl_En_Syateki_ManSegmentDataEnd
0x386c519 Boss_06_Actor_dt
0x386c52a in_ani_talk
0x386c536 sh_eye03_CI01_08_txt
0x386c54b title_name_eisu
0x386c55b link_magic_kaze2_anim_tbl_rom_trs_info
0x386c582 zexl_000_10109
0x386c591 Nes_pal_exl_11071
0x386c5a3 Nes_pal_exl_09038
0x386c5b5 Nes_pal_exl_08548
0x386c5c7 Nes_pal_exl_08503
0x386c5d9 link_normal_climb_endBL_anim_tbl
0x386c5fa _ovl_Dm_TsgSegmentStart
0x386c612 irqmgr_RemoveClient
0x386c626 _ovl_En_KarebabaSegmentTextStart
0x386c647 Z2_DANPEI_grp_room08_kaidanA
0x386c664 z2_toride_grp_g286T
0x386c678 Z2_PIRATE_grp_ROOM13
0x386c68d zo_bubble_model
0x386c69d mizu_control_game
0x386c6af En_Daiku2_Profile
0x386c6c1 Nes_pal_exl_00570
0x386c6d3 _z2_20sichitai_room_1SegmentEnd
0x386c6f3 _ovl_Bg_LbfshotSegmentRomStart
0x386c712 .Z2_hakugin_room_9.text.keep
0x386c72f .ovl_Obj_Snowball2.text.keep
0x386c74c _object_an3SegmentBssEnd
0x386c765 kakusiana_grp_r14_suiT
0x386c77c Z2_ikninside_ikn_ci2
0x386c791 z2_30gyoson_grp_g380
0x386c7a6 Z2_hakashita_grp_ROOM01
0x386c7be n2_env02_inta_ia16
0x386c7d1 En_Mkk_actor_draw
0x386c7e3 zexl_000_06473
0x386c7f2 Nes_pal_exl_05402
0x386c804 _Z2_MITURIN_room_8SegmentRomStart
0x386c826 .ovl_En_Dnb.text.keep
0x386c83c _z2_syateki_mizu_room_0SegmentBssEnd
0x386c861 _object_nwcSegmentTextStart
0x386c87d Z2_INISIE_R_grp_g849
0x386c892 kdz_wingL_model
0x386c8a2 demo_noridasi_wait_soft_anim_tbl_info
0x386c8c8 Obj_Moon_Stone_actor_ct
0x386c8e0 link_demo_warp_anim_tbl_rom_trs_info
0x386c905 zexl_000_04200
0x386c914 zexl_000_10003
0x386c923 zel3000_3008
0x386c930 zel3000_3009
0x386c93d Nes_pal_exl_06151
0x386c94f Nes_pal_exl_02098
0x386c961 Nes_pal_exl_01671
0x386c973 z2_sf_nes_07_txt
0x386c984 _Z2_MITURIN_room_4SegmentStart
0x386c9a3 _object_spot11_objSegmentEnd
0x386c9c0 _ovl_Obj_WindSegmentRomEnd
0x386c9db _ovl_Bg_Fire_WallSegmentRomEnd
0x386c9fa _ovl_kaleido_scopeSegmentRomEnd
0x386ca1a _Z2_hakashita_room_3SegmentDataEnd
0x386ca3d _object_icicleSegmentTextStart
0x386ca5c z2_secom_n2_kibako
0x386ca6f z2_tenmon_dai_grp_neji_1
0x386ca88 Z2_INISIE_R_grp_g891
0x386ca9d z2_20sichitai2_n2_wood05_inta_ia4
0x386cabf dt_eye04
0x386cac8 kl_dakisime_soft_anim_tbl_info
0x386cae7 En_Zoraegg_Actor_move
0x386cafd En_Fsn_actor_ct
0x386cb0d En_Test3_actor_dt
0x386cb1f g_mable_s1_txt
0x386cb2e ng_eye02
0x386cb37 h_file_cursor_txt
0x386cb49 ClOCLine_positionSet
0x386cb5e new_Debug_mode
0x386cb6d Nes_pal_exl_05529
0x386cb7f Nes_pal_exl_00189
0x386cb91 _object_obSegmentEnd
0x386cba6 _object_csSegmentRomEnd
0x386cbbe _ovl_Obj_TaruSegmentTextEnd
0x386cbda z2_goronrace_grp_hasi1
0x386cbf1 pob_pat02_txt
0x386cbff d2_bh07
0x386cc07 Dm_Tag_Actor_move
0x386cc19 z2_goron_haka_oyu_model
0x386cc31 En_Lift_Nuts_flower_jump_check_init
0x386cc55 Obj_Hugebombiwa_actor_move
0x386cc70 Effect_SS_Spk_disp_mode
0x386cc88 Actor_world_to_shape
0x386cc9d zexl_000_04781
0x386ccac v2_orange_light_txt
0x386ccc0 zel0400_0401
0x386cccd zel1000_10A3
0x386ccda zel3000_3060
0x386cce7 g_ba_nes_tugihe_txt
0x386ccfb _Z2_ReDead_room_8SegmentEnd
0x386cd17 .object_dnj.text.keep
0x386cd2d _Z2_Random_room_0SegmentBssStart
0x386cd4e _Z2_ReDead_room_11SegmentTextStart
0x386cd71 _object_truSegmentBssStart
0x386cd8c _object_gi_sword_1SegmentTextEnd
0x386cdad _object_dnkSegmentDataEnd
0x386cdc7 _object_gi_skj_maskSegmentTextStart
0x386cdeb Z2_DANPEI_evw_anime
0x386cdff z2_labo_grp_tako
0x386ce10 z2_takaraya_grp_kabe3
0x386ce26 ds2_atama_model
0x386ce36 En_Neo_Reeba_ice_break_effect
0x386ce54 mode_hirumu_init
0x386ce65 zexl_000_10418
0x386ce74 v2_orange_00_txt
0x386ce85 HSF_TABLE
0x386ce8f Nes_pal_exl_09039
0x386cea1 Nes_pal_exl_05336
0x386ceb3 Nes_pal_exl_03311
0x386cec5 _ovl_En_KakasiSegmentRomStart
0x386cee3 gspF3DNoN_dramDataEnd
0x386cef9 .z2_koeponarace_scene.data.keep
0x386cf19 .ovl_Obj_Skateblock.text.keep
0x386cf37 Z2_ReDead_0_info
0x386cf48 Z2_last_deku_grp_wall00
0x386cf60 z2_yousei_izumi_grp_r01_ji2_DECAL_F__DT
0x386cf88 bsb_yareyare_soft_anim_tbl_info
0x386cfa8 chat_fly_loop_soft_anim_tbl_info
0x386cfc9 jmp_base_mdl_info
0x386cfdb En_Elf_actor_dt
0x386cfeb zexl_000_03529
0x386cffa zexl_000_04351
0x386d009 _z2_lost_woods_room_0SegmentEnd
0x386d029 _ovl_En_ZoraeggSegmentRomStart
0x386d048 .ovl_Mir_Ray.data.keep
0x386d05f _object_stk2SegmentDataStart
0x386d07c _gameplay_dangeon_keepSegmentBssStart
0x386d0a2 _ovl_Obj_WindSegmentTextEnd
0x386d0be _ovl_En_TsnSegmentDataStart
0x386d0da z2_yadoya_grp_pl_nuki_02T
0x386d0f4 z2_11goronnosato2_demo_0_info
0x386d112 z2_toride_grp_umi2T
0x386d126 z2_sinkai_grp_konbu3T
0x386d13c z2_okujou_0_demo_0_info
0x386d154 Z2_INISIE_R_grp_g499
0x386d169 Boj_06_OPA_txt
0x386d178 n_woodmiki02_txt
0x386d189 En_Go_Profile
0x386d197 gi_shinemelody_modelT
0x386d1ad Global_kankyo_disp
0x386d1c0 Nes_pal_exl_10810
0x386d1d2 Nes_pal_exl_05655
0x386d1e4 Nes_pal_exl_00255
0x386d1f6 _ovl_Obj_AquaSegmentRomStart
0x386d213 _schedule_staticSegmentRomStart
0x386d233 .ovl_Obj_Dowsing.data.keep
0x386d24e .ovl_En_Sb.text.keep
0x386d263 _ovl_En_Sth2SegmentDataStart
0x386d280 _ovl_En_OtSegmentBssEnd
0x386d298 lod_z2_town_grp_g1026T
0x386d2af z2_35taki_grp_g122
0x386d2c2 z2_20sichitai2_grp_g776T
0x386d2db En_Gg_actor_draw
0x386d2ec spot06_tori_data
0x386d2fd link_fishing_fish_catch_end_anim_tbl_rom_trs_info
0x386d32f h_z2_heart23_2_txt
0x386d342 Nes_pal_exl_13201
0x386d354 Nes_pal_exl_00148
0x386d366 L_1kyoro_anim_tbl
0x386d378 _Z2_MITURIN_bs_sceneSegmentRomEnd
0x386d39a _object_tanron5SegmentRomStart
0x386d3b9 _z2_ayashiishop_sceneSegmentDataStart
0x386d3df _object_gi_keySegmentBssEnd
0x386d3fb _ovl_Effect_Ss_Dead_DbSegmentTextEnd
0x386d420 z2_21miturinmae_grp_g582T
0x386d43a z2_f01_grp_g47T
0x386d44a oowarai_atx
0x386d456 z2_22_wter_model
0x386d467 mnk_face01_CI00_TA_txt
0x386d47e move_restart_1_init
0x386d492 mode_demo_start
0x386d4a2 zel0000_008F
0x386d4af Nes_pal_exl_04000
0x386d4c1 _z2_ikana_room_1SegmentStart
0x386d4de _ovl_Bg_LbfshotSegmentRomEnd
0x386d4fb _ovl_En_KameSegmentRomEnd
0x386d515 __vec_new
0x386d51f .z2_goronshop_room_0.data.keep
0x386d53e _ovl_En_Tanron6SegmentTextStart
0x386d55e _ovl_En_Test3SegmentBssStart
0x386d57b _ovl_En_Syateki_DekunutsSegmentBssEnd
0x386d5a1 _ovl_En_DodongoSegmentTextEnd
0x386d5bf z2_ichiba_d2_mk02
0x386d5d1 z2_26sarunomori_grp_r08T
0x386d5ea z2_sinkai_grp_kabe2
0x386d5fe Z2_castle_grp_R_fin
0x386d612 Z2_kaizoku_demo_0_info
0x386d629 Z2_LAST_bs_grp_SEAL10_F__DT
0x386d645 fsn_Lashi1_model
0x386d656 En_Hint_Skb_talk_check_init
0x386d672 En_Talk_Actor_dt
0x386d683 mode_mask_atack
0x386d693 gnd_walk_soft_anim_tbl_info
0x386d6af msza_mask_model
0x386d6bf Actor_position_moveF_XY2
0x386d6d8 zexl_000_05537
0x386d6e7 zexl_000_10019
0x386d6f6 zel6000_6015
0x386d703 Nes_pal_exl_08391
0x386d715 Nes_pal_exl_01256
0x386d727 Nes_pal_exl_01211
0x386d739 link_fighter_walk_endL_long_anim_tbl
0x386d75e _ovl_En_ZobSegmentStart
0x386d776 _ovl_En_SshSegmentRomEnd
0x386d78f _freePVoice
0x386d79b .ovl_En_Osn.data.keep
0x386d7b1 _z2_alley_sceneSegmentBssEnd
0x386d7ce _ovl_En_BomjimaSegmentDataStart
0x386d7ee _ovl_Obj_RailliftSegmentDataStart
0x386d810 _ovl_En_TestSegmentBssStart
0x386d82c z2_f40_d2_kogane04
0x386d83f Z2_KinSta1_grp_sakai00_1__DT
0x386d85c f_niwa_tale_txt
0x386d86c En_bombf_Actor_ct
0x386d87e zexl_000_08391
0x386d88d zel1000_1038
0x386d89a zel7000_7029
0x386d8a7 h_32_bombpouch_1_txt
0x386d8bc link_normal_landing_anim_tbl
0x386d8d9 _z2_labo_room_0SegmentRomEnd
0x386d8f6 _z2_syateki_mizu_room_0SegmentEnd
0x386d918 _ovl_En_Jgame_TsnSegmentRomEnd
0x386d937 _object_gi_fishSegmentTextEnd
0x386d955 _object_amSegmentTextStart
0x386d970 _ovl_En_DragonSegmentDataStart
0x386d98f _ovl_En_EgblockSegmentBssStart
0x386d9ae Z2_Random_grp_FL01
0x386d9c1 z2_31misaki_grp_miki10
0x386d9d8 z2_milk_bar_0_info
0x386d9eb dns_leafL_model
0x386d9fb arm_grove_4cin_txt_pal
0x386da12 Obj_Bean_actor_move_lift
0x386da2b zel0000_0044
0x386da38 zel5000_5040
0x386da45 link_normal_hip_down_anim_tbl
0x386da63 link_bottle_fish_in_anim_tbl
0x386da80 osViModeFpalHan1
0x386da91 _Z2_PIRATE_room_12SegmentBssEnd
0x386dab1 _object_wallmasterSegmentDataEnd
0x386dad2 _ovl_En_PrSegmentDataEnd
0x386daeb z2_clocktower_grp_ren7
0x386db02 z2_26sarunomori_grp_r00_ki1T
0x386db1f z2_f40_d2_f40_kusa04_rgb_rgba16
0x386db3f z2_00keikoku_grp_ji1_DECAL_F__DT
0x386db60 Z2_PIRATE_grp_room03_fuckboard
0x386db7f pom_pat02_txt
0x386db8d field_b5_v
0x386db98 pamera_aruku_soft_anim_tbl_info
0x386dbb8 En_Guruguru_actor_move
0x386dbcf Dnp_wait
0x386dbd8 move_bouen_proc
0x386dbe8 En_Dno_Profile
0x386dbf7 En_Bombal_Profile
0x386dc09 zexl_000_01659
0x386dc18 _g_pn_55SegmentStart
0x386dc2d zel6000_6043
0x386dc3a zel7000_7064
0x386dc47 zel7100_7154
0x386dc54 Nes_pal_exl_06280
0x386dc66 Nes_pal_exl_03619
0x386dc78 dl_kokeru_anim_tbl
0x386dc8b _Z2_SEA_room_3SegmentRomEnd
0x386dca7 _ovl_Bg_Iknv_ObjSegmentStart
0x386dcc4 _ovl_Obj_TsuboSegmentRomStart
0x386dce2 .object_fz.text.keep
0x386dcf7 _z2_8itemshop_sceneSegmentDataEnd
0x386dd19 _Z2_KINdan2_room_0SegmentDataEnd
0x386dd3a _object_bigicicleSegmentBssEnd
0x386dd59 _object_po_composerSegmentBssStart
0x386dd7c _object_gi_golonmaskSegmentTextStart
0x386dda1 _ovl_En_ButteSegmentTextEnd
0x386ddbd kz_Lasi1_model
0x386ddcc En_Kujiya_actor_move
0x386dde1 player_move_to_target_pos
0x386ddfb sk_neckB_model
0x386de0a zexl_000_03727
0x386de19 zel0000_001D
0x386de26 zel5000_5085
0x386de33 zel7100_71A1
0x386de40 _sys_cfb1lSegmentTextEnd
0x386de59 Nes_pal_exl_08247
0x386de6b v2_sc_event_txt
0x386de7b v2_sc_person_16_txt
0x386de8f z2_sf_0d_txt
0x386de9c _object_link_goronSegmentBssEnd
0x386debc _ovl_En_Tanron5SegmentDataStart
0x386dedc _ovl_Effect_Ss_KiraKiraSegmentBssStart
0x386df03 _icon_item_24_staticSegmentTextStart
0x386df28 lod_z2_ichiba_grp_g759__edge
0x386df45 Z2_DANPEI_grp_room07_nukeB_kabe11
0x386df67 Z2_SEA_grp_g3389
0x386df78 lod_z2_toride_grp_konb13
0x386df91 Z2_hakugin_grp_Rff
0x386dfa4 z2_ikana_grp_g96
0x386dfb5 rsn_Rashi2_model
0x386dfc6 Make_Paper_Effect
0x386dfd8 mode_tombo_init
0x386dfe8 mode_startdemo
0x386dff7 g_hit1_3_txt
0x386e004 Actor_Environment_no_enemy_Check
0x386e025 g_haka_thunder0_6_txt
0x386e03b before_high_draw
0x386e04c zel0000_00B6
